date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:45	80585/80585	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-13ac9%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_2_0.a3ad3632.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_2_0.a3ad3632.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:45	186952/186952	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-2da48%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_2_0.833edf0f.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_2_0.833edf0f.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:45	305166/305166	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-4a80e%22	https://nmessaoudi392.systeme.io/build/images/349C84_2_0.d784c79b.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/349C84_2_0.d784c79b.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:46	54447/54447	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d4af%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_0_0.0e2642fe.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_0_0.0e2642fe.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:46	54447/54447	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d4af%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_0_0.0e2642fe.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_0_0.0e2642fed41d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:46	48557/48557	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-bdad%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_0_0.dd80b9f0.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_0_0.dd80b9f0.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:46	77628/77628	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-12f3c%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_0_0.a41973ed.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_0_0.a41973ed.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:47	180596/180596	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-2c174%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_0_0.845a0f8f.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_0_0.845a0f8f.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:47	267415/267415	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-41497%22	https://nmessaoudi392.systeme.io/build/images/349C84_0_0.fde0b501.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/349C84_0_0.fde0b501.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:47	53927/53927	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d2a7%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_3_0.1e428f5f.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_3_0.1e428f5f.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:47	53927/53927	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-d2a7%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_3_0.1e428f5f.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_3_0.1e428f5fd41d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:47	48139/48139	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-bc0b%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_3_0.ad525265.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_3_0.ad525265.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:48	77082/77082	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-12d1a%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_3_0.78645c82.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_3_0.78645c82.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:48	180800/180800	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-2c240%22	https://nmessaoudi392.systeme.io/build/fonts/349C84_3_0.59b62de7.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/349C84_3_0.59b62de7.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:48	266797/266797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-4122d%22	https://nmessaoudi392.systeme.io/build/images/349C84_3_0.69042c64.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/349C84_3_0.69042c64.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:48	249/249	---M--	200	added ('OK')	image/svg+xml	etag:%226762f2a0-f9%22	https://nmessaoudi392.systeme.io/build/images/icon-md-arrow-down.26eba1ba.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/icon-md-arrow-down.26eba1ba.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:48	238/238	---M--	200	added ('OK')	image/svg+xml	etag:%226762f2a0-ee%22	https://nmessaoudi392.systeme.io/build/images/icon-md-arrow-up.db18bd95.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/icon-md-arrow-up.db18bd95.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:49	215/215	---M--	200	added ('OK')	image/png	etag:%226762f2a0-d7%22	https://nmessaoudi392.systeme.io/build/images/top-corner-3.ff74f881.png	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/top-corner-3.ff74f881.png	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:49	18566/18566	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-4886%22	https://nmessaoudi392.systeme.io/build/fonts/Flaticon.36049f63.eot?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/Flaticon.36049f63d41d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:49	8336/8336	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-2090%22	https://nmessaoudi392.systeme.io/build/fonts/Flaticon.ea1ddc37.woff2?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/Flaticon.ea1ddc37d41d.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:49	10024/10024	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-2728%22	https://nmessaoudi392.systeme.io/build/fonts/Flaticon.08e791f8.woff?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/Flaticon.08e791f8d41d.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:50	18388/18388	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-47d4%22	https://nmessaoudi392.systeme.io/build/fonts/Flaticon.96950921.ttf?	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/Flaticon.96950921d41d.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:50	115897/115897	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-1c4b9%22	https://nmessaoudi392.systeme.io/build/images/Flaticon.b2cbd7c9.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/Flaticon.b2cbd7c9.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:50	2064/2064	---M--	200	added ('OK')	application/octet-stream	etag:%226762f2a0-810%22	https://nmessaoudi392.systeme.io/build/fonts/flaticon.2086ee33.ttf	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/flaticon.2086ee33.ttf	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:50	1348/1348	---M--	200	added ('OK')	font/woff	etag:%226762f2a0-544%22	https://nmessaoudi392.systeme.io/build/fonts/flaticon.ff37ad31.woff	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/flaticon.ff37ad31.woff	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:50	980/980	---M--	200	added ('OK')	font/woff2	etag:%226762f2a0-3d4%22	https://nmessaoudi392.systeme.io/build/fonts/flaticon.ebf750d5.woff2	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/flaticon.ebf750d5.woff2	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:51	2232/2232	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226762f2a0-8b8%22	https://nmessaoudi392.systeme.io/build/fonts/flaticon.4039284d.eot	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/fonts/flaticon.4039284d.eot	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
20:10:52	9887/9887	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226762f2a0-269f%22	https://nmessaoudi392.systeme.io/build/images/flaticon.c0cc2572.svg	D:/667/goodfolio/goodfolio/nmessaoudi392.systeme.io/build/images/flaticon.c0cc2572.svg	(from https://nmessaoudi392.systeme.io/build/base.41c8022a.css)
